 lo;la;aId;aCIId;t;cId 
 10.7443698;59.9321647;213231;213236;Lovisenberg barnehage;56330 
 10.8781903;59.9261807;210319;210324;Lutvannskollen barnehage;55914 
 10.8179517;59.9376961;220538;220543;Lykketrollet (tidl. Sørli) familiebarnehage avd. Krokliveien ;58524 
 10.8302209;59.9043860;229631;229636;Lykketrollet barnehage;60589 
 10.8008288;59.9399026;220340;220345;Lykketrollet familiebarnehage (avdeling Eltonveien) ;58491 
 10.7946433;59.9358299;220365;220370;Lykketrollet familiebarnehage (avdeling Åkerøveien);58495 
 10.7843219;59.9561739;212321;212326;Lykketrollet familiebarnehage (Saturnveien);56200 
 10.8302209;59.9499895;220350;220355;Lykketrollet familiebarnehage Anna Rogstadsvei;58493 
 10.8381464;59.8767102;220306;220311;Lykketrollet familiebarnehage avdeling Bogerudveien;58488 
 10.7766387;59.9252552;211817;211822;Lykketrollet familiebarnehage avdeling Frydensgate;56128 
 10.8057968;59.9478025;220357;220362;Lykketrollet familiebarnehage avdeling Kildeveien;58494 
 10.8453093;59.9112649;243472;243477;Lykketrollet familiebarnehage avdeling Stordamsveien;63515 
 10.7657417;59.9208140;211824;211829;Lykketrollet familiebarnehage avdeling Sverdrupsgate;56129 
 10.8358567;59.9039800;221175;221180;Lykketrollet familiebarnehage avdeling Terrasseveien;58628 
 10.7505827;59.9400263;212930;212935;Lykketrollet familiebarnehage avdeling Uelands gate;56287 
 10.8477893;59.8892879;220276;220281;Lykketrollet familiebarnehage avdeling Ulsrudveien;58477 
 10.7585589;59.9496797;212335;212340;Lykketrollet familiebarnehage Hauges vei;56202 
 10.8322188;59.9075782;220287;220292;Lykketrollet familiebarnehage, avd. Dalbakkveien;58480 
 10.7552093;59.9302038;220916;220921;Lykketrollet familiebarnehage, avdeling Sagveien;58576 
 10.7625383;59.9327147;221501;221506;Lykketrollet familiebarnehage, avdeling Vogts gate 32A;58657 
 10.7626005;59.9327886;220878;220883;Lykketrollet familiebarnehage, avdeling Vogts gate 32B;58574 
 10.8080203;59.9414175;253186;253184;Læringsverkstedet Bjerke Panorama;65923 
 10.7959317;59.9537910;212083;212088;Læringsverkstedet Grefsen terrasse barnehage;56166 
 10.7675415;59.9258910;271988;271990;Læringsverkstedet Konfektfabrikken;70849 
 10.7488021;59.9336477;260690;260695;Løkkeberg barnehage;67764 
 10.7350698;59.9367733;213308;213313;Lønnebakken barnehage;56341 
 10.8030243;59.8537180;219093;219098;Lønneberget familiebarnehage (avdeling Alfred);58230 
 10.7997915;59.8512633;219102;219107;Lønneberget familiebarnehage (avdeling Lina);58231 
 10.7827014;59.8858688;219110;219115;Lønneberget familiebarnehage (avdeling Lukas);58232 
 10.8039879;59.8744201;221081;221086;Lønneberget familiebarnehage, avdeling Emil;58614 
 10.7870977;59.9326036;211719;211724;Lørensvingen barnehage;56114 
 10.8357216;59.9420175;210606;210611;Madamløkken barnehage;55955 
 10.6934523;59.9274609;218560;218565;Mads barnehage;58076 
 10.7569485;59.8710766;218914;218919;Malmøya barnehage;58209 
 10.8258891;59.8951584;215046;215051;Mangelberget barnehage;56584 
 10.8049172;59.9012081;214885;214890;Manglerud barnehage;56561 
 10.7564360;59.9432992;212937;212942;Margarinfabrikken barnehage;56288 
 10.7794115;59.8803594;219118;219123;Mariannes Hus familiebarnehage;58233 
 10.7688137;60.0052959;212118;212123;Maridalen barnehage;56171 
 10.7560776;59.9368586;212944;212949;Maridalsveien barnehage;56289 
 10.7243867;59.9348533;213161;213166;Marienlyst Gård barnehage;56320 
 10.7556277;59.9363136;212951;212956;Marihøna familiebarnehage;56290 
 10.8199729;59.8741648;212517;212522;Marmorberget barnehage;56228 
 10.8205525;59.8736797;221089;221094;Marmorslottet familiebarnehage;58615 
 10.8195895;59.9360757;220590;220595;Maurtua familiebarnehage, avd. Edgren;58532 
 10.8141085;59.9330603;220605;220610;Maurtua familiebarnehage, avd. Oddny Olafsen;58534 
 10.7627098;59.9146830;238967;238972;Maurtua gårds- og naturbarnehage;62447 
 10.8487217;59.9428145;220567;220572;Maurtua Private familiebarnehage AS, avd. Beverveien;58529 
 10.8143081;59.9346222;220574;220579;Maurtua Private familiebarnehage AS, avd. Nordalveien;58530 
 10.8139761;59.9317165;220582;220587;Maurtua Private familiebarnehage AS, avd. Rabbeveien;58531 
 10.6516847;59.9499354;214183;214188;Meklenborg barnehage;56466 
 10.7389106;59.9238956;213105;213110;Melkeveien barnehage;56312 
 10.8053814;59.8734395;219166;219171;Merkur familiebarnehage;58234 
 10.6789251;59.9616854;214190;214195;Midtstuen barnehage;56467 
 10.8439822;59.8828199;221182;221187;Mikaelgården steinerbarnehage;58629 
 10.6937919;59.9300887;210942;210947;Monolitten barnehage;56003 
 10.7160912;59.9421982;212125;212130;Montesorri barnehage forskningsparken;56172 
 10.6712717;59.9613802;214449;214454;Montessoribarnehagen Solsikken Gladheim;56504 
 10.6355304;59.9538973;214456;214461;Montessoribarnehagen Solsikken Knerten;56505 
 10.6529016;59.9360106;213966;213971;Montessoribarnehagen Solsikken Lilleputt;56435 
 10.6457473;59.9302997;216495;216500;Montessoribarnehagen Solsikken Lyse;57481 
 10.6939178;59.9427922;214463;214468;Montessoribarnehagen Solsikken Låven;56506 
 10.7599760;59.9460490;212132;212137;Montessoribarnehagen Solsikken Maristova;56173 
 10.7374961;59.9640340;212139;212144;Montessoribarnehagen Solsikken Sognestuen;56174 
 10.6377063;59.9477197;214470;214475;Montessoribarnehagen Solsikken Solkroken;56507 
 10.7641856;59.9453470;212958;212963;Mor Go`hjertas barnehage;56291 
 10.7638347;59.9142876;211411;211416;Mosaikk barnehage;56070 
 10.8608100;59.9123017;220314;220319;Mummidalen familiebarnehage;58489 
 10.8432056;59.8894578;220087;220092;Mummidalen familiebarnehage;58437 
 10.8133390;59.8578233;219186;219191;Mummitrollet familiebarnehage (avdeling 2);58236 
 10.7878843;59.9096196;211362;211367;Munik barnehage;56063 
 10.9153872;59.9313000;220448;220449;Munkebekken Idrettsbarnehage;58506 
 10.8141347;59.8641426;212524;212529;Munkelia barnehage;56229 
 10.7786559;59.9075706;211229;211234;Munkenga barnehage;56044 
 10.8163027;59.8531612;212657;212662;Munkerudsletta barnehage;56248 
 10.8139308;59.8600810;212727;212732;Munkerudtoppen;56258 
 10.6836454;59.9088651;210949;210954;Musehuset barnehage;56004 
 10.7894420;59.9611275;212146;212151;Myrer Kanvas-barnehage;56175 
 10.7937317;59.9640609;212153;212158;Myrertoppen barnehage;56176 
 10.8539911;59.8865687;214892;214897;Myrvoll barnehage;56562 
 10.6569054;59.9303428;213882;213887;Mærradalen barnehage;56423 
 10.6360160;59.9393188;218576;218581;Møllefaret barnehage;58078 
 10.6330701;59.9546071;214386;214391;Mølleplassen Kanvas barnehage;56495 
 10.6327940;59.9545260;214512;214517;Mølleplassen spesialbarnehage;56513 
 10.6598131;59.9574063;214393;214398;Måltrosten barnehage;56496 
 10.7098658;59.9278515;210956;210961;Månestråle barnehage;56005 
 10.7676484;59.8794599;212552;212557;Nedre Bekkelaget barnehage;56233 
 10.9202437;59.9595512;213427;213432;Nedre Fossum gård barnehage;56358 
 10.6838403;59.9282252;213889;213894;Nedre Silkestrå barnehage;56424 
 10.8186396;59.9437718;220520;220525;Nemo familiebarnehage, avd. Brobekkveien;58522 
 10.8487035;59.9538371;247256;247261;Nemo familiebarnehager, avdeling Rødtvet;64642 
 10.7443120;59.9609543;211950;211955;Nordberg barnehage;56147 
 10.7426424;59.9632023;212160;212165;Nordberg menighets barnehage;56177 
 10.6887487;59.9293301;218583;218588;Nordjordet barnehage;58079 
 10.7684112;59.9414915;248689;248694;Nordpolen FUS barnehage avdeling Idun;65008 
 10.7703721;59.9427959;213007;213012;Nordpolen FUS barnehage avdeling Sandakerveien;56298 
 10.8248562;59.9072160;215039;215044;Nordre Skøyen barnehage;56583 
 10.8652416;59.9251633;210487;210492;Nordre Trosterud Gård barnehage;55938 
 10.7907162;59.8313403;213672;213677;Nordre Ås barnehage;56393 
 10.7840595;59.9408595;212167;212172;Nordre Åsen Kanvas barnehage;56178 
 10.7082063;59.9228930;210963;210968;Nordraaks gate barnehage;56006 
 10.7959669;59.8703875;212538;212543;Nordseter barnehage;56231 
 10.7995261;59.8719399;212594;212599;Nordseterbarnehagene, Avd. Åssida;56239 
 10.7951172;59.8661388;221000;221005;Nordseterknausen;58586 
 10.7858239;59.8331616;213595;213600;Nordskrenten barnehage;56382 
 10.8033470;59.8613621;212734;212739;Nordstrand menighets barnehage;56259 
 10.8717710;59.9505609;211530;211535;Nordtvet barnehage;56087 
 10.7318192;59.9667545;212454;212459;Norges Idrettshøgskoles barnehage;56219 
 10.7176722;59.9547949;212475;212480;Norlandia Gaustadskogen barnehage;56222 
 10.6419842;59.9378169;214379;214384;Norlandia Lysejordet barnehage;56494 
 10.6645399;59.9803391;214477;214482;Norlandia Voksenkollen friluftsbarnehage;56508 
 10.7179121;59.9346990;213343;213348;NRK barnehagen;56346 
 10.7603819;59.9528045;212174;212179;Nydalen barnehage;56179 
 10.8394267;59.8297445;213602;213607;Nyjordet barnehage;56383 
 10.8143487;59.8780680;212671;212676;Nylænde barnehage;56250 
 10.8460658;59.8777427;214899;214904;Nøklevann barnehage;56563 
 10.8085296;59.8627952;212615;212620;Obersten barnehage;56242 
 10.7811442;59.9246173;211670;211675;Ola Narr barnehage;56107 
 10.9094637;59.9517457;213476;213481;Ole Brumm barnehage;56365 
 10.8013772;59.8538812;253887;253892;Ole Brumm familiebarnehage;66021 
 10.7522454;59.9138688;214407;214412;Onkel Tomms hytte, avd. Elghytta;56498 
 10.7522454;59.9138688;219723;219728;Onkel Tomms hytte, avd. Tomms hytte;58362 
 10.7522454;59.9138688;219937;219942;Onkel Tomms Hytte, avd. Vidsyn500moh;58405 
 10.8412313;59.8940175;214906;214911;Oppsal samfunnshus barnehage;56564 
 10.8378623;59.8919773;214913;214918;Oppsaltunet barnehage;56565 
 10.6515774;59.9519821;214197;214202;Orebakken barnehage;56468 
 10.8148553;59.9362491;210613;210618;Orelia barnehge;55956 
 10.7675551;59.9326183;212965;212970;Oskar Braaten barnehage;56292 
 10.7702708;59.9098675;211376;211381;Oslo politidistrikt personalbarnehage Egon;56065 
 10.8833932;59.9305871;210200;210205;Ospa barnehage;55897 
 10.7644969;59.9117643;211383;211388;Papaya Kanvas-barnehage;56066 
 10.6585628;59.9508008;214239;214244;Piloten barnehage;56474 
 10.8120752;60.1311633;210221;210226;Plassen barnehage;55900 
 10.8102637;59.8608094;219202;219207;Plutti Plott familiebarnehage;58238 
 10.7527602;59.9368775;212972;212977;Pontoppidan barnehage;56293 
 10.7119108;59.9118869;210977;210982;Portnerboligen naturbarnehage;56008 
 10.8399787;59.8230366;213756;213761;Preståsen Kanvas-barnhage;56405 
 10.8117240;59.8284779;213609;213614;Prinsdalsbråten barnehage;56384 
 10.6816446;59.9327698;218590;218595;Priorveien barnehage;58080 
 10.8194435;59.8740302;212629;212634;Pynten paviljong barnehage ;56244 
 10.8252249;59.8668059;212643;212648;Rabben barnehage;56246 
 10.8100417;59.8711113;212559;212564;Radarveien barnehage;56234 
 10.8041800;59.6542877;212622;212627;Radiobølgen barnehage;56243 
 10.7769331;59.9396007;212979;212984;Ragnas hage;56294 
 10.8784592;59.9548799;211537;211542;Rasmusbakken barnehage;56088 
 10.8927435;59.9679125;211565;211570;Ravnkollen barnehage;56092 
 10.8000995;59.9360400;210620;210625;Refstad barnehage;55957 
 10.8183153;59.9427698;210627;210632;Refstadsvingen barnehage;55958 
 10.7383647;59.9522649;212181;212186;Rektorhaugen Kanvas barnehage;56180 
 10.7636993;59.9414380;212986;212991;Riflegata barnehage;56295 
 10.7607423;59.9300853;212993;212998;Ringnes Park FUS barnehage;56296 
 10.7029009;59.9482803;214414;214419;Rishaven barnehage;56499 
 10.8239025;59.9331286;249850;249855;Risløkka familiebarnehage;65215 
 10.7698601;59.9230684;211740;211745;Rodeløkka barnehage;56117 
 10.8941884;59.9641722;211579;211584;Romsås senter barnehage;56094 
 10.8990243;59.9716512;211586;211591;Romsåstoppen barnehage;56095 
 10.7267551;59.9259294;210984;210989;Rosenborg barnehage;56009 
 10.7978484;59.8557826;212566;212571;Rosenhagen barnehage;56235 
 10.7757204;59.9292559;211642;211647;Rosenhoff barnehage;56103 
 10.8253493;59.8462521;213805;213810;Rudshøgda Kanvas-naturbarnehage;56412 
 10.6856428;59.9364041;214064;214069;Rugekassen familiebarnehage;56449 
 10.7215358;59.9115347;210991;210996;Ruseløkka barnehage;56010 
 10.8402029;59.8739475;214920;214925;Rustad friluftsbarnehage;56566 
 10.8460204;59.8719510;214927;214932;Rustad gård barnehage;56567 
 10.8495162;59.8718815;215032;215037;Rustadsaga barnehage SA ;56582 
 10.7996250;59.8993220;212636;212641;Rygin barnehage;56245 
 10.6428382;59.9494542;214421;214426;Røa Menighets Barnehage;56500 
 10.6482138;59.9500186;214652;214657;Røahagan familiebarnehage;56533 
 10.8266939;59.9471085;210634;210639;Rødberget naturbarnehage;55959 
 10.6561167;59.9302088;213896;213901;Rødstrupen barnehage;56425 
 10.8016278;59.8584361;212601;212606;Rødstua Barnehage;56240 
 10.8559714;59.9534904;211544;211549;Rødtvet barnehage;56089 
 10.6447532;59.9377467;214211;214216;Rønningen barnehage;56470 
 10.8355733;59.8932262;214934;214939;Rønningjordet barnehage;56568 
 10.6742338;59.9319653;213903;213908;Saci barnehage;56426 
 10.7746434;59.8831106;219209;219214;Safias familiebarnehage;58239 
 10.7612842;59.9328542;213000;213005;Sagene barnehage;56297 
 10.7782381;59.9195881;211705;211710;Samisk barnehage;56112 
 10.7930850;59.9493842;211957;211962;Sanatoriet barnehage ;56148 
 10.8280759;59.9448146;210641;210646;Sandbakken barnehage;55960 
 10.8575884;59.9536042;211551;211556;Sandåsveien barnehage;56090 
 10.7899172;59.6517079;219217;219222;Saturn familiebarnehage;58240 
 10.7214569;59.9252801;210998;211003;Sawat Dee barnehage;56011 
 10.8985187;59.9403898;210417;210422;Scala private barnehage;55928 
 10.7029939;59.9214272;211005;211010;Schafteløkken barnehage;56012 
 10.7633701;59.9257820;211845;211850;Seilduken barnehage;56132 
 10.7748765;59.9132129;211432;211437;Sigurdsgate familiebarnehage;56073 
 10.7853314;59.9339829;211635;211640;Sinsen barnehage;56102 
 10.7899320;59.9388850;210648;210653;Sinsen FUS barnehage;55961 
 10.7876211;59.9320089;217728;217733;Sinsen kirkes barnehage;57909 
 10.7306051;59.9515461;212377;212382;SiO barnehage Almelia;56208 
 10.7196393;59.9369291;212384;212389;SiO barnehage Bamsebo ;56209 
 10.7340462;59.9216070;213357;213362;SiO Barnehage Bisletbekken ;56348 
 10.7247409;59.9405836;212398;212403;SiO barnehage Eilert Sundt ;56211 
 10.7343012;59.9629415;212405;212410;SiO barnehage Frydenhaug ;56212 
 10.7289639;59.9642792;212412;212417;SiO barnehage Klossen;56213 
 10.7343016;59.9229641;213364;213369;SiO Barnehage Lille Bislett ;56349 
 10.7310275;59.9646877;212426;212431;SiO barnehage Skogly ;56215 
 10.7303447;59.9521760;212433;212438;SiO barnehage Sogn;56216 
 10.7283472;59.9529295;212447;212452;SiO barnehage Vestre Sogn;56218 
 10.8325275;59.9390573;210655;210660;Sisiktoppen barnehage;55962 
 10.7677354;59.9214715;211796;211801;Sjokoladefabrikken barnehage;56125 
 10.8227562;59.9494833;210662;210667;Skauen barnehage;55963 
 10.8119032;59.8722087;212531;212536;Skiferveien barnehage;56230 
 10.7136825;59.9143904;211012;211017;Skillebekk barnehage;56013 
 10.6717880;59.9642600;214428;214433;Skistua barnehage;56501 
 10.8734882;59.9287037;210326;267994;Skjønhaug SMART språktilbud;55915 
 10.6465473;59.9173935;213910;213915;Skogbrynet Kanvas-barnehage;56427 
 10.6413866;59.9332290;213917;213922;Skogfuglen barnehage;56428 
 10.8630418;59.9570214;211621;211626;Skogkanten Barnehage A/S;56100 
 10.7607788;59.9133980;211390;211395;Skomakergata gårds- og naturbarnehage;56067 
 10.7973862;59.8651010;212741;212746;Skovheim barnehage;56260 
 10.7916883;59.8507841;212825;212830;Skredder'n barnehage;56272 
 10.7916883;59.8507841;212608;212613;Skredderstua Kulturbarnehage;56241 
 10.7350698;59.9367733;213315;213320;Skrellinga barnehage;56342 
 10.8535191;59.9430016;210669;210674;Skrubbelund barnehage;55964 
 10.8375530;59.8677361;220008;220013;Skullerudhøgda foreldrebarnehage;58429 
 10.6876221;59.9291764;213924;213929;Skøyen kirkes barnehage;56429 
 10.6792773;59.9269973;213931;213936;Skøyen Terrasse Barnehage;56430 
 10.6526604;59.9331483;213938;213943;Slalåmveien barnehage;56431 
 10.8210908;59.9497542;210676;210681;Sletta barnehage;55965 
 10.8375734;59.8315591;213742;213747;Slime gård barnehage;56403 
 10.7946802;59.8439384;213616;213621;Sloreåsen barnehage;56385 
 10.8466056;59.9199003;210354;210359;Smalvollskogen barnehage;55919 
 10.9176598;59.9340994;210158;210163;Smedbakken barnehage;55891 
 10.9148482;59.9529511;213490;213495;Smedstua gård barnehage;56367 
 10.6814555;59.9334703;218598;218603;Smestad barnehage;58081 
 10.6869107;59.9376775;214519;214524;Smestadveien barnehage;56514 
 10.7813367;59.9001396;211439;211444;Smilet familiebarnehage;56074 
 10.7788922;59.9497754;212349;212354;Småen familiebarnehage;56204 
 10.6346106;59.9248125;214071;214076;Småtroll familebarnehage;56450 
 10.7919249;59.9415786;212356;212361;Småtroll familiebarnehage;56205 
 10.6592520;59.9484136;214435;214440;Snippen barnehage;56502 
 10.7635400;59.9224875;211803;211808;Sofienbergparken barnepark;56126 
 10.7689693;59.9223294;211789;211794;Sofienbergparken og Kråkeslottet barnehage;56124 
 10.7307744;59.9399341;211964;211969;Sognsveien barnehage;56149 
 10.8234617;59.8539373;213784;213789;Solbakken barnehage;56409 
 10.6641810;59.9212182;213945;213950;Solbakken barnehage;56432 
 10.7183195;59.9325791;211019;211024;Solbærtorvet barnehage;56014 
 10.8145177;59.9783806;212188;212193;Solemskogen naturbarnehage;56181 
 10.860887;59.920786;210186;210191;Solfjellet barnehage;55895 
 10.8121155;59.9004753;214941;214946;Solfridbakken barnehage;56569 
 10.6419807;59.9186182;213952;213957;Sollerud Barnehage;56433 
 10.6474066;59.9135732;213959;213964;Sollerudstranda barnehage;56434 
 10.7184963;59.9162196;211026;211031;Solrosen steinerbarnehage;56015 
 10.8429495;59.8997986;217560;217565;Soltoppen barnehage  ;57889 
 10.7753886;59.9138317;211236;211241;Sommerfryd barnehage;56045 
 10.7767835;59.9274142;211684;211689;Sophies Hage barnehage;56109 
 10.7351170;59.9367311;213287;213292;Soria Moria Kanvas-barnehage;56338 
 10.7874743;59.9081948;211243;211248;Sotamyggen barnehage;56046 
 10.7746747;59.8862407;212685;212690;Speiderhytta;56252 
 10.7746747;59.8862407;212839;212844;Sportsplassen barnehage  ;56274 
 10.6365186;59.9474825;214617;214622;Spretten familiebarnehage;56528 
 10.7425623;59.9274036;213098;213103;St. Hanshaugen barnehage;56311 
 10.7035669;59.9239478;211033;211038;Stallen barnehage;56016 
 10.9348017;59.9427481;213546;213551;Starveien barnehage A/L;56375 
 10.8253405;59.8516412;213644;213649;Steinbråten naturbarnehage;56389 
 10.7044178;59.9380969;214540;214545;Steinerud barnehage;56517 
 10.8222466;59.8704143;212573;212578;Steinspranget barnehage;56236 
 10.7158305;59.9150543;210970;210975;Stiftelsen HYDROPARKEN BARNEHAGE;56007 
 10.8764916;59.9701022;211614;211619;Stiftelsen Lillomarka barnehage;56099 
 10.7381516;59.9342655;213350;213355;Stiftelsen NVH barnehagen;56347 
 10.7790484;59.9655784;212195;212200;Stilla barnehage;56182 
 10.8902445;59.9507609;210494;210499;Stjerneblokkveien barnehage;55939 
 10.8563997;59.9202369;210193;210198;Stjernemyra barnehage;55896 
 10.7816112;59.8418720;212748;212753;Store Ljan Barnehage;56261 
 10.8354013;59.8636301;214948;214953;Storgården barnehage;56570 
 10.9281168;59.9634719;213497;213502;Stovnerbakken barnehage;56368 
 10.9258553;59.9556161;213504;213509;Stovnerbakken barnehage avd. kirken;56369 
 10.9312429;59.9610871;213511;213516;Stovnerhøgda barnehage;56370 
 10.8635756;59.9255965;210312;210317;Stubberudlia barnehage;55913 
 10.7173674;59.9142952;211040;211045;Studentenes småbarnsstuer;56017 
 10.7784453;59.9271169;211733;211738;Støperiet barnehageenhet;56116 
 10.7925825;59.9157827;265897;265902;Stålverkskroken barnehage;69305 
 10.7201480;59.9336816;213133;213138;Suhms gate barnehage;56316 
 10.8022463;59.8978411;212755;212760;Svartdalsparken Kanvas-barnehage;56262 
 10.6877319;59.9567136;214442;214447;Svenstuen barnehage;56503 
 10.7799331;59.8793511;219232;219237;Symrahagen familiebarnehage ;58242 
 10.8026410;59.8615733;212664;212669;Sæter barnehage;56249 
 10.6551910;59.9504019;214218;214223;Sætra barnehage;56471 
 10.8386121;59.8511269;213763;213768;Søndre Dal Gård barnehage;56406 
 10.7589078;59.9048487;220383;220388;Sørenga barnehage;58497 
 10.7582292;59.9045553;279828;279825;Sørengkaia barnehage;71891 
 10.8332595;59.9119809;210361;210366;Sørhellinga barnehage;55920 
 5.8706385;58.7695418;219240;219245;T-gutt familiebarnehage;58243 
 10.8245622;59.8940105;214955;214960;Tallberget barnehage;56571 
 10.8409525;59.8215299;213700;213705;Taranrød barnehage;56397 
 10.7785597;59.9255278;211663;211668;Teglverket barnehage;56106 
 10.8166175;59.9144652;210368;210373;Teisen gård barnehage;55921 
 10.8120830;59.9150673;210375;210380;Teisen vest barnehage;55922 
 10.8180113;59.9158621;210382;210387;Teisenparken barnehage;55923 
 10.7068309;59.9305325;218607;218612;Thaulow barnehage;58082 
 10.7698044;59.9397999;213014;213019;Thor Olsen barnehage;56299 
 10.6713612;59.9214400;213973;213978;Tingeliten barnehage;56436 
 10.7131847;59.9121442;211047;211052;Tinkern Kanvas-barnehage;56018 
 10.8901966;59.9640120;211593;211598;Tiurleiken barnehage;56096 
 10.8661108;59.9603005;211600;211605;Tjernveien barnehage;56097 
 10.7206534;59.9049007;232526;232530;Tjuvholmen barnehage;61353 
 10.9281168;59.9634719;213448;213453;Tokerudtoppen barnehage;56361 
 10.9274859;59.9633535;213441;213446;Tokerudåsen barnehage;56360 
 10.6531818;59.9814307;243013;243018;Tommlekollen friluftsbarnehage AS;63370 
 10.8251575;59.9453605;210683;210688;Tonsenhagen barnehage;55966 
 10.8063148;59.9429996;210690;210695;Tonsenjordet barnehage;55967 
 10.7989265;59.8788082;219247;219252;Toppen familiebarnehage;58244 
 10.7699447;59.9328137;213028;213033;Torshovgata barnehage;56301 
 10.7699447;59.9328137;213035;213040;Torshovhagen barnehage;56302 
 10.7729934;59.9341837;213049;213054;Torshovtoppen barnehage;56304 
 10.7270543;59.9240238;211054;211059;Treklang barnehage;56019 
 10.8084177;59.8677707;219255;219260;Treklossen familiebarnehage;58245 
 10.8184560;59.8943237;214962;214967;Treskeveien barnehage;56572 
 10.7414582;59.9251200;213259;213264;Troll familiebarnehage;56334 
 10.8405961;59.8179491;213798;213803;Trollskogen barnehage;56411 
 10.7877858;59.8553527;212762;212767;Trollstua barnehage ;56263 
 10.7351170;59.9367311;213322;213327;Trollstua Kanvas-barnehage;56343 
 10.8531028;59.9013327;220108;220113;Trollungene familiebarnehage;58448 
 10.7027690;59.9497498;214484;214489;Trosteredet barnehage;56509 
 10.8661291;59.9265218;219294;219299;Trosterud senter barnehage;58249 
 10.7789822;59.9142977;211425;211430;Trudes familiebarnehage;56072 
 10.8888361;59.9350908;210424;210429;Trøste og bære barnehage;55929 
 10.6811013;59.9515620;214225;214230;Tråkka barnehage;56472 
 10.6522882;59.9797647;214491;214496;Turi Sletners barnehave;56510 
 10.7245958;59.9362967;213168;213173;Tusentrippen barnehage;56321 
 10.7099005;59.9155261;211061;211066;Tusindhuus barnehage;56020 
 10.8533326;59.8851559;214969;214974;Tveteråsen barnehage;56573 
 10.8080821;59.8792531;212580;212585;Tyrihans barnehage;56237 
 10.6980992;59.9254727;213980;213985;Tørtberg Kanvas-barnehage;56437 
 10.7678730;59.9143546;211250;211255;Tøyengata barnehage;56047 
 10.7419247;59.9441751;211971;211976;Tåsen barnehage;56150 
 10.7501068;59.9538042;212202;212207;Tåsen skoles barnehage;56183 
 10.7467356;59.9437258;284115;284121;Tåsenløkka barnehage;72286 
 10.6403814;59.9217934;218535;218540;Ullern barnehage;58073 
 10.6350285;59.9213643;213987;213992;Ullern barnekrybbe;56438 
 10.6515639;59.9350035;218623;218628;Ullernkollen barnehage;58088 
 10.7331841;59.9507304;212209;212214;Ullevålsletta barnehage;56184 
 10.6129804;60.0177501;214498;214503;Ulvestua barnehage;56511 
 10.7740002;59.8710053;212860;212865;Ulvøya barnehage  ;56277 
 10.7149164;59.9410286;212370;212375;Universitetets barnehage;56207 
 10.7221643;59.9216620;211068;211073;Uranienborg barnehage;56021 
 10.8617755;59.9460575;210697;210702;Utforskeren barnehage  A;55968 
 10.8617755;59.9460575;210704;210709;Utforskeren barnehage B;55969 
 10.8617755;59.9460575;210711;210716;Utforskeren barnehage C;55970 
 10.8493984;59.8836199;214976;214981;Utmarkveien barnehage;56574 
 10.7821629;59.9011018;211257;211262;Utsikten barnehage;56048 
 10.8975230;59.9495942;210501;210506;Valhall barnehage;55940 
 10.8018024;59.9191905;211264;211269;Valle barnehage;56049 
 10.7810156;59.9121060;211446;211451;Venkes familiebarnehage;56075 
 10.7351170;59.9367311;213329;213334;Veslefrikk barnehage;56344 
 10.8111111;59.9341160;220545;220550;Veslefrikk familiebarnehage;58525 
 10.7564537;59.9532450;212363;212368;Veslehaugen familiebarnehage;56206 
 10.9350639;59.9581482;213518;213523;Vesthellinga barnehage;56371 
 10.6496339;59.9495800;214232;214237;Vestjordet barnehage;56473 
 10.9271480;59.9728102;213392;213397;Vestliberget barnehage;56353 
 10.9298767;59.9687049;213378;213383;Vestlikollen barnehage;56351 
 10.9275454;59.9720583;213525;213530;Vestliskaret FUS barnehage AS;56372 
 10.9221336;59.9638623;213455;213460;Vestlisletta barnehage;56362 
 10.9260121;59.9686304;213399;213404;Vestlisvingen barnehage;56354 
 10.9300507;59.9729808;213385;213390;Vestlitoppen barnehage;56352 
 10.7330457;59.9329608;213238;213243;Vestre Aker menighets barnehage;56331 
 10.7836102;59.8325871;213623;213628;Vestskrenten barnehage;56386 
 10.8440174;59.8961665;215081;215086;Vetlandsveien barnehage;56589 
 10.7288407;59.9141807;211082;211087;Victoria, UDs barnehage;56023 
 10.7011339;59.9218222;211089;211094;Vigelandsparken barnehage;56024 
 10.6821663;59.9501649;214505;214510;Villa Utsikten barnehage;56512 
 10.7498464;59.9376855;211978;211983;Voldsløkka barnehage ;56151 
 10.749478;59.94117;218196;218206;Voldsløkka barnehage for hørselshemmede;57966 
 10.6564550;59.9158594;214001;214006;Vækerø gård barnehage;56440 
 10.7543495;59.9324419;213063;213068;Vøyensvingen barnehage;56306 
 10.7842876;59.9079129;241465;241470;Vålerenggata barnehage;63061 
 10.7882351;59.8958468;212650;212655;Vårveien barnehage;56247 
 10.7530085;59.9278039;211810;211815;Waldemars barnehage;56127 
 10.8084613;59.9319889;210718;210723;Økern barnehage;55971 
 10.8226215;59.9390312;210725;210730;Økernbråten barnehage;55972 
 10.8074962;59.9335154;210732;210737;Økernly barnehage;55973 
 10.8138547;59.9389236;220552;220557;Økernveien familiebarnehage;58526 
 10.8314686;59.9402106;220560;220565;Økernveien familiebarnehage, avd. Veksthusfløtten;58528 
 10.6304276;59.9214814;214008;214013;Øraker barnehage;56441 
 10.8844309;59.9391160;210151;210156;Østausa barnehage;55890 
 10.8340494;59.9026910;215074;215079;Østensjø Kanvas-barnehage;56588 
